player,player_id,pos,team,conference,archetype,cluster,pts_per_g,ast_per_g,treb_per_g,blk_per_g,stl_per_g,ts_pct,bpm,usg_pct,readiness_score,n_seasons,height_in,weight_lbs,trend_bpm,trend_pts_per_g,Atlanta Dream_fit,Atlanta Dream_total,Chicago Sky_fit,Chicago Sky_total,Connecticut Sun_fit,Connecticut Sun_total,Dallas Wings_fit,Dallas Wings_total,Indiana Fever_fit,Indiana Fever_total,Las Vegas Aces_fit,Las Vegas Aces_total,Los Angeles Sparks_fit,Los Angeles Sparks_total,Minnesota Lynx_fit,Minnesota Lynx_total,New York Liberty_fit,New York Liberty_total,Phoenix Mercury_fit,Phoenix Mercury_total,Seattle Storm_fit,Seattle Storm_total,Washington Mystics_fit,Washington Mystics_total
Malia Lenz,malia-lenz-1,"pos    G
pos    G
Name: 1576, dtype: object",Vermont,America East Conference,3-and-D Wing,0.0,6.592816567724208,0.869943587970867,6.290389911820687,0.3398871759417343,1.064539716127352,0.5320374374297736,2.948451998718309,14.976576460210188,40.19,3,70.0,,4.25000000000056,3.250000000000533,0.5184,-0.1849,0.4493,-0.191,0.0434,0.0341,0.4426,-0.1817,0.0725,-0.3661,0.0523,-0.2043,0.1996,-0.3452,0.0084,-0.1644,0.0,-0.5805,0.169,-0.0879,0.1102,0.0002,0.3399,-0.0811
Jayden Marable,jayden-marable-1,"pos    G
pos    G
Name: 4265, dtype: object",Coastal Carolina,Sun Belt Conference,Floor General,2.0,9.339852616607642,3.56515535835876,4.386210667846258,0.2681380493218152,1.325137452437288,0.4786715342255522,0.9189843855754904,18.86884866307354,47.65,4,66.0,,2.0200000000002714,1.8000000000000322,0.2209,0.1385,0.1925,0.1368,0.0093,0.1019,0.1631,0.1169,0.128,0.3482,0.0673,0.454,0.1549,0.1525,0.0036,0.1491,0.0,-0.0301,0.1278,0.3423,0.0354,0.1565,0.1036,0.1221
Dolly Cairns,dolly-cairns-1,"pos    G
pos    G
Name: 3777, dtype: object",Florida Gulf Coast,Atlantic Sun Conference,Floor General,2.0,9.116589809581422,2.3272443885637104,2.175954756906765,0.0468170784020257,0.8816027261093485,0.5964185003862378,4.580773804196544,15.15392654087726,60.63,4,67.0,,0.5200000000000752,-0.3999999999999433,0.4724,1.288,0.3917,1.2671,0.0088,1.0521,-0.1563,0.7868,0.0138,0.9684,-0.0122,0.8397,0.1339,1.0855,-0.0048,0.6907,0.0,0.9276,-0.0581,0.7582,0.096,1.4334,-0.1618,0.6899
Izabela Nicoletti Leite,izabela-nicoletti-leite-1,"pos    G
pos    G
Name: 4790, dtype: object",Fairfield,Metro Atlantic Athletic Conference,Floor General,2.0,5.02477750174807,4.270241236198966,3.5118988805001123,0.1525563880704426,1.1484519953611096,0.4754635917883656,1.2089714109313594,13.08354503327734,45.98,4,70.0,,2.030000000000174,0.650000000000218,-0.1353,-0.2566,-0.1276,-0.2639,0.0003,-0.149,0.2029,0.0295,0.1404,0.2618,0.0687,0.3409,-0.0051,-0.1593,-0.0026,-0.2802,0.0,-0.1533,0.1253,0.212,0.0339,0.0254,-0.0696,-0.2555
Devin Hagemann,devin-hagemann-1,"pos    G
pos    G
Name: 1581, dtype: object",DePaul,Big East Conference,Floor General,2.0,6.499146239232563,2.633048746410854,1.8996584956930256,0.0999999999999999,1.1664389971286837,0.4469965849569302,-2.4005122564604613,15.3350977722527,40.84,2,66.0,,0.9000000000002208,1.5000000000003673,-0.4171,-0.8508,-0.376,-0.8585,-0.0309,-0.9702,-0.2097,-0.7214,0.0437,-0.4034,0.0025,-0.5149,-0.1472,-0.7061,-0.0098,-1.0167,0.0,-0.5325,-0.0529,-0.6867,-0.0489,-0.7901,-0.3124,-0.9914
Emily Fisher,emily-fisher-1,"pos    G
pos    G
Name: 4381, dtype: object",Texas Christian,Big 12 Conference,Interior Big,3.0,7.182659671404029,4.024922269777388,3.3580483225170896,0.0832815131849254,0.8665630263698508,0.4874132983570202,-0.3082037829623135,16.815785724143733,44.94,2,67.0,,0.4999999999998018,-2.599999999998968,-0.0437,-0.2634,-0.0474,-0.2712,-0.0031,-0.2746,-0.1349,-0.3515,0.0312,-0.1377,0.0335,0.0105,-0.0901,-0.3363,-0.0029,-0.3724,0.0,-0.23,0.0539,-0.0728,0.0295,-0.0748,-0.0593,-0.3172
Aaliyah Chavez,aaliyah-chavez-1,"pos    G
pos    G
Name: 1588, dtype: object",Oklahoma,Southeastern Conference,Floor General,2.0,18.4,4.2,3.8,0.3,1.4,0.501,9.6,27.2,31.41,1,70.0,,0.0,0.0,0.4562,-0.8802,0.4529,-0.8356,0.0072,-1.1266,0.338,-0.9238,0.1924,-0.6596,0.0658,-0.7551,0.5434,-0.5875,0.0041,-1.027,0.0,-1.2283,0.13,-0.8495,0.0235,-1.1042,0.247,-0.8654
Crystal Schultz,crystal-schultz-1,"pos    G
pos    G
Name: 1589, dtype: object",Prairie View A&M,Southwest Athletic Conference,Combo Guard,1.0,12.782829985599736,1.037446069885686,1.856169104828529,0.172907678314281,0.945815356628562,0.4793986197225729,-7.8226919578570255,26.649784279542743,33.35,2,68.0,,-2.500000000000612,5.600000000001372,-0.0932,-1.1563,-0.058,-1.1354,-0.0228,-1.4076,-0.5936,-1.6199,-0.1242,-1.4522,-0.0607,-1.5214,-0.1482,-1.2599,-0.0064,-1.402,0.0,-1.0851,-0.1742,-1.5929,-0.0498,-1.3477,-0.1365,-1.2856
Gabby Mundy,gabby-mundy-1,"pos    G
pos    G
Name: 1590, dtype: object",Wofford,Southern Conference,3-and-D Wing,0.0,15.0,3.5999999999999996,5.2,0.0,1.2,0.486,1.7,28.1,41.01,1,66.0,,0.0,0.0,0.4224,-0.1976,0.4052,-0.1687,0.0114,-0.3588,-0.1536,-0.6583,0.0498,-0.3727,0.0653,-0.0504,0.1668,-0.3233,0.0052,-0.2648,0.0,-0.52,0.1108,-0.197,0.0353,-0.3337,0.2994,-0.0802
Caelan Ellis,caelan-ellis-1,"pos    G
pos    G
Name: 1591, dtype: object",Charleston Southern,Big South Conference,3-and-D Wing,0.0,11.13872913266665,1.2330762840495466,1.590182815059442,0.0,0.6027992672405914,0.4599697166481356,-6.539118670210332,23.903184920618113,45.53,3,67.0,,1.09285714285714,3.264285714285712,-0.2551,-0.3812,-0.2196,-0.3769,-0.0325,-0.6465,-0.8384,-0.9418,-0.2088,-0.8037,-0.0867,-0.8099,-0.3209,-0.5649,-0.0111,-0.7335,0.0,-0.1865,-0.2292,-0.8544,-0.0563,-0.4832,-0.228,-0.5214
KeKe McKinney,keke-mckinney-1,"pos    F
pos    F
Name: 1592, dtype: object",Charlotte,Conference USA,Post Scorer,4.0,6.0,1.3,8.1,2.2,0.9,0.447,3.8,13.7,47.68,1,73.0,,0.0,0.0,0.3272,0.2218,0.3432,0.2697,0.0503,0.6845,1.6111,1.4234,0.2594,0.739,0.0634,0.4282,0.693,0.7892,0.0224,1.0766,0.0,-0.0279,0.3457,0.9797,0.0308,0.1344,0.5151,0.7288
Sophia Stiles,sophia-stiles-1,"pos    G
pos    G
Name: 6727, dtype: object",Florida Gulf Coast,Atlantic Sun Conference,Floor General,2.0,9.032985241322756,2.6891732110084683,4.811853801355558,0.3613402951735448,1.0226805903470897,0.5451805040287512,3.869590921421159,18.231436090942868,56.1,2,69.0,,3.699999999998534,-4.999999999998017,0.6067,1.0563,0.5292,1.0521,0.0319,1.0445,0.2757,0.8417,0.0968,0.8795,0.0526,0.9715,0.2756,0.9182,0.0076,0.9663,0.0,0.5933,0.1317,0.9771,0.0995,1.1179,0.2112,0.9037
Danielle Cameron,danielle-cameron-1,"pos    G
pos    G
Name: 1595, dtype: object",Youngstown State,Horizon League,Floor General,2.0,8.9,2.1,3.5,0.2,1.0,0.524,0.4,15.7,34.62,1,69.0,,0.0,0.0,0.1433,-0.8821,0.126,-0.8822,0.0048,-0.9231,-0.03,-1.0184,0.0162,-0.9436,0.0005,-0.9879,0.0349,-0.9502,-0.0032,-1.1486,0.0,-0.9914,-0.0005,-0.9928,0.0463,-0.7472,-0.0468,-1.0602
Cambree Blackham,cambree-blackham-1,"pos    G
pos    G
Name: 1596, dtype: object",Utah Valley,Western Athletic Conference,Floor General,2.0,8.433691355216444,3.626577217456504,2.2132886087282517,0.1,2.29382552903169,0.4847879198557787,-1.7884563259973076,19.53275168842481,44.16,2,67.0,,3.3000000000008085,5.300000000001296,-0.1379,-0.3928,-0.1117,-0.3844,-0.0148,-0.4966,0.3612,0.0378,0.3286,0.6838,0.1178,0.5592,0.2322,-0.0139,-0.0043,-0.5023,0.0,-0.2876,0.1458,0.1374,-0.0094,-0.3373,-0.1676,-0.5338
Kasey Neubert,kasey-neubert-1,"pos    F
pos    F
Name: 1597, dtype: object",San Diego,West Coast Conference,Interior Big,3.0,9.23163235596274,1.3950705082189578,8.426702864181697,0.3288315832576438,1.100691675823669,0.5035776329304656,2.82035607256158,18.185325090624712,55.67,3,73.0,,0.1999999999998149,2.350000000000655,0.4937,0.9383,0.4508,0.9525,0.0454,1.2049,0.3642,0.8897,0.0433,0.6896,0.0766,1.1124,0.1556,0.7451,0.0122,1.1617,0.0,0.5616,0.2416,1.2657,0.0902,1.0371,0.5675,1.3953
Madison Hayes,madison-hayes-1,"pos    G
pos    G
Name: 1598, dtype: object",NC State,Atlantic Coast Conference,3-and-D Wing,0.0,9.934665946351291,1.0396435470999357,6.456078129480261,0.5351917313763922,0.6658058346079924,0.5702251359313324,10.369294152150491,15.25078822634325,42.8,4,72.0,,0.5600000000000378,2.9000000000000763,0.652,0.1096,0.5827,0.1172,0.0395,0.1711,0.4378,0.0064,0.0339,-0.2876,0.0137,-0.2892,0.3623,0.0392,0.0067,-0.0558,0.0,-0.3879,0.1199,-0.0386,0.1129,0.2069,0.3269,0.0923
Taylor Golembiewski,taylor-golembiewski-1,"pos    G
pos    G
Name: 6338, dtype: object",Colgate,Patriot League,Interior Big,3.0,12.81726895130656,1.85317047155342,3.6658426381578537,0.3570310869089236,1.4198158369276377,0.4947592805162744,1.0092359405661295,28.72818023190802,39.91,4,68.0,,1.6699999999997512,1.1399999999998736,0.4341,-0.2698,0.4111,-0.2448,0.0149,-0.3903,0.243,-0.3823,0.1333,-0.2069,0.0511,-0.234,0.3557,-0.1818,0.0068,-0.2665,0.0,-0.6011,0.0859,-0.3509,0.0228,-0.481,0.2274,-0.2671
Emilia Long,emilia-long-1,"pos    G
pos    G
Name: 1603, dtype: object",Fresno State,Mountain West Conference,Floor General,2.0,13.5,3.7000000000000006,4.5,0.2,2.3,0.494,5.6,24.5,45.72,1,69.0,,0.0,0.0,0.4116,0.1416,0.3926,0.1679,0.0174,0.0733,0.7089,0.4661,0.3744,0.9344,0.1511,0.9141,0.5701,0.4997,0.0067,0.1583,0.0,-0.1725,0.2756,0.6307,0.0448,0.0634,0.2613,0.2115
Emily Mellema,emily-mellema-1,"pos    G
pos    G
Name: 1604, dtype: object",Wyoming,Mountain West Conference,Floor General,2.0,9.04821654278824,2.8892614385586044,3.317010134515922,0.4683381979196316,1.6366690335395122,0.4933171372750552,2.8202705705647264,21.014960359043645,37.58,4,71.0,,2.4799999999999764,2.230000000000057,0.1734,-0.6407,0.1605,-0.6339,0.0043,-0.7127,0.5417,-0.2851,0.2564,-0.0151,0.0804,-0.1949,0.3985,-0.3032,0.0015,-0.6989,0.0,-0.773,0.1421,-0.3589,0.0224,-0.6552,0.0233,-0.7388
Grace Townsend,grace-townsend-1,"pos    G
pos    G
Name: 12534, dtype: object",North Carolina,Atlantic Coast Conference,Floor General,2.0,9.53038725739501,4.223450492562362,4.066923462936422,0.0680724154504754,1.2097481057253912,0.5368512920630979,4.848366600921047,20.86850200794928,60.36,4,65.0,,1.8700000000000023,-1.5500000000003906,0.4044,1.2162,0.3508,1.2118,0.0169,1.1463,0.1802,1.0699,0.1547,1.365,0.0874,1.5363,0.2399,1.1905,0.002,1.0042,0.0,0.9076,0.1567,1.3642,0.0871,1.3664,0.1323,1.1021
Taylor Caldwell,taylor-caldwell-1,"pos    G
pos    G
Name: 2892, dtype: object",Cal State Bakersfield,Big West Conference,Interior Big,3.0,6.881018739240275,2.5446148876005923,4.7576963036212,0.5404119784923506,1.5512662905788182,0.3801221352362864,-5.455719535344186,20.644725582568515,42.38,3,69.0,,-1.9999999999996965,-0.6214285714284556,-0.4725,-0.7795,-0.3877,-0.755,-0.0098,-0.5572,0.4533,-0.0106,0.1775,0.106,0.0756,0.1245,0.0438,-0.3672,0.0008,-0.3797,0.0,-0.4189,0.1683,0.0715,-0.0606,-0.7382,0.0926,-0.2829
Randrea Wright,randrea-wright-1,"pos    G
pos    G
Name: 10481, dtype: object",Central Arkansas,Atlantic Sun Conference,Interior Big,3.0,8.273614973452075,2.1866529755159236,2.3979175387104927,0.1,0.9103447187340336,0.4846809854260605,-3.505296229402261,21.881106066292723,46.07,4,67.0,,1.9399999999999409,-1.309999999999988,0.0459,-0.1116,0.031,-0.1198,-0.0087,-0.27,-0.2762,-0.3954,-0.0095,-0.1747,-0.0032,-0.1697,-0.0547,-0.2111,-0.0021,-0.2501,0.0,-0.1467,-0.0534,-0.3022,-0.003,-0.1627,-0.1168,-0.3183
Katie Jekot,katie-jekot-1,"pos    G
pos    G
Name: 1756, dtype: object",Saint Joseph's,Atlantic 10 Conference,Floor General,2.0,7.566095865895584,4.800000000000001,3.5343901892224383,0.1,1.0095117030019438,0.4509048829699806,0.0751215137795054,17.741703434793113,54.73,2,69.0,,-0.7999999999996827,-3.0999999999987695,-0.3012,0.2624,-0.2554,0.2709,-0.0129,0.3095,-0.0463,0.4506,0.0766,0.7188,0.0552,0.889,-0.0983,0.3763,-0.0055,0.2207,0.0,0.4923,0.0936,0.7651,-0.0011,0.4863,-0.048,0.4218
Katie Fiso,katie-fiso-1,"pos    G
pos    G
Name: 1617, dtype: object",Oregon,Big Ten Conference,Interior Big,3.0,14.08247636336371,5.582691319529358,3.191345659764679,0.2771367155381243,1.174251935459684,0.5255106621674934,7.385468621524976,26.99700774183874,49.52,2,71.0,,8.000000000001961,12.400000000003033,0.6871,0.6322,0.6132,0.6395,0.019,0.3769,0.2323,0.3171,0.1903,0.6705,0.0857,0.724,0.4763,0.6695,0.0071,0.4603,0.0,0.1079,0.1521,0.5513,0.0814,0.5369,0.1917,0.3895
Trinasia Kennedy,trinasia-kennedy-1,"pos    G
pos    G
Name: 1618, dtype: object",Marist,Metro Atlantic Athletic Conference,3-and-D Wing,0.0,10.6,2.1,4.3,0.4000000000000001,1.7999999999999998,0.413,-2.4,24.5,34.12,1,68.0,,0.0,0.0,-0.2184,-1.195,-0.157,-1.1645,-0.0072,-1.1306,0.4295,-0.6415,0.1997,-0.4378,0.0744,-0.4932,0.2077,-0.7834,-0.0,-1.0289,0.0,-1.0283,0.1517,-0.5862,-0.0412,-1.2453,0.1323,-0.834
Kierra Prim,kierra-prim-1,"pos    F
pos    F
Name: 10096, dtype: object",Houston Christian,Southland Conference,Interior Big,3.0,6.149751737231642,0.802457753629347,4.119505597782223,0.4330823013675813,0.5330823013675814,0.4934092176059486,-3.773335677005252,18.46501948265957,44.76,3,69.0,,-1.3999999999997772,-1.7000000000001534,0.1496,-0.1291,0.126,-0.134,0.0055,-0.1656,-0.2087,-0.4313,-0.0984,-0.5342,-0.0326,-0.478,-0.0963,-0.3569,0.004,-0.0445,0.0,-0.2433,-0.0472,-0.381,0.0019,-0.2332,0.013,-0.2243
Maggie Cavanaugh,maggie-cavanaugh-1,"pos    G
pos    G
Name: 1621, dtype: object",New Hampshire,America East Conference,Interior Big,3.0,8.234428178731006,2.298691678875094,4.317284598468783,0.2195474330781303,1.4102509732812862,0.4328398708963838,-4.553764599219294,21.601872111915217,53.07,3,69.0,,-0.7500000000000424,1.550000000000218,-0.2668,0.1662,-0.2107,0.1871,-0.0059,0.2867,0.1159,0.4742,0.0924,0.6429,0.0527,0.749,-0.0366,0.3266,-0.0016,0.291,0.0,0.3698,0.0973,0.6534,-0.0243,0.2419,0.0766,0.4823
Michaela Harrison,michaela-harrison-1,"pos    G
pos    G
Name: 1827, dtype: object",Mount St. Mary's,Metro Atlantic Athletic Conference,3-and-D Wing,0.0,11.51770332555874,1.0906219953352456,2.308325320893988,0.1729186697765029,0.945837339553006,0.4772095752614318,-4.177033255587426,22.803061902040156,41.18,2,67.0,,-4.999999999998019,0.499999999999802,-0.0155,-0.5193,0.0014,-0.5063,-0.0144,-0.7112,-0.3832,-0.8526,-0.076,-0.7321,-0.0461,-0.8392,-0.0731,-0.5936,-0.0039,-0.7006,0.0,-0.5074,-0.1264,-0.8758,-0.0322,-0.6771,-0.106,-0.6632
Olivia Nelson,olivia-nelson-1,"pos    G
pos    G
Name: 1626, dtype: object",Idaho,Big Sky Conference,Interior Big,3.0,14.4,3.0,3.2,0.1,1.2,0.514,3.0,25.2,54.06,1,66.0,,0.0,0.0,0.4009,0.7488,0.3731,0.7663,0.0041,0.5014,0.0006,0.4433,0.0947,0.7229,0.0336,0.6845,0.2809,0.774,0.0027,0.5745,0.0,0.4428,0.0349,0.5446,0.0238,0.5684,0.0842,0.5665
Paula Suarez,paula-suarez-1,"pos    G
pos    G
Name: 1627, dtype: object",George Mason,Atlantic 10 Conference,Floor General,2.0,9.36556452937324,3.649488734206961,2.7983980186287045,0.3873285543221092,1.2147609501442689,0.5158503613601008,3.878922848147596,18.063263830376744,54.47,4,72.0,,3.8200000000000185,2.9399999999999196,0.2414,0.6573,0.2098,0.6549,0.0027,0.5107,0.2324,0.6824,0.157,0.9374,0.0472,0.8123,0.2732,0.7952,-0.0002,0.4632,0.0,0.4731,0.0723,0.6838,0.0412,0.6899,-0.0597,0.3854
Ila Lane,ila-lane-1,"pos    F-C
pos    F-C
Name: 15173, dtype: object",California,Pac-12 Conference,Post Scorer,4.0,9.38598194240554,0.4458985902787615,7.011387890849354,0.6521538290920973,0.5817230632736777,0.5585582768021266,2.318325060875131,19.17347211968239,53.51,3,76.0,,0.3499999999998448,-4.349999999998584,0.9184,1.1031,0.8015,1.0971,0.0582,1.2259,0.3007,0.6731,-0.0506,0.2528,0.0107,0.4794,0.2731,0.7243,0.0157,1.177,0.0,0.4023,0.1322,0.7877,0.1307,1.0909,0.5178,1.163
Talayah Walker,talayah-walker-1,"pos    G
pos    G
Name: 1632, dtype: object",Georgia Tech,Atlantic Coast Conference,Interior Big,3.0,15.066438154583896,1.5954990045868822,5.527397212843269,0.2204500995413117,1.2977495022934409,0.5367054790963245,7.481996018347529,26.28219163852981,52.88,2,70.0,,4.0000000000009805,11.900000000002914,0.6819,0.8762,0.6314,0.9031,0.0286,0.7605,0.3305,0.6535,0.1191,0.708,0.058,0.7726,0.467,0.9063,0.0083,0.7644,0.0,0.3558,0.1414,0.7678,0.0674,0.711,0.3974,0.9396
Mikaylah Williams,mikaylah-williams-1,"pos    G
pos    G
Name: 4193, dtype: object",Louisiana State,Southeastern Conference,Floor General,2.0,15.2979210558792,3.3999323506496113,4.955417177169476,0.286145705707631,1.2612879461349904,0.5864404165289671,12.58778491661625,21.66648826693083,61.01,3,72.0,,2.6500000000006865,-0.1500000000000172,0.9821,1.7051,0.8738,1.7131,0.0406,1.5309,0.5064,1.4118,0.1875,1.51,0.0718,1.4722,0.6394,1.7095,0.0089,1.3927,0.0,0.9556,0.1766,1.4703,0.1347,1.6653,0.3456,1.4633
Taniyah Thompson,taniyah-thompson-1,"pos    G
pos    G
Name: 10765, dtype: object",Georgia,Southeastern Conference,Floor General,2.0,10.190157495044538,0.7636271781543175,2.748238017349339,0.0,0.7996295200521728,0.4683351348262941,2.7362567525321815,23.416481245686644,50.26,3,71.0,,-2.5499999999996197,-5.849999999999094,0.0941,0.2343,0.0882,0.2389,-0.0091,0.0331,-0.3012,-0.1089,-0.0643,-0.0276,-0.0347,-0.0871,-0.0007,0.1617,-0.0006,0.134,0.0,0.1625,-0.0946,-0.1133,-0.0309,-0.0004,-0.01,0.1478
Ella Meabon,ella-meabon-1,"pos    G
pos    G
Name: 1636, dtype: object",Colgate,Patriot League,Interior Big,3.0,11.607275839428707,2.0617828946111887,4.12142169586491,0.0742225232124228,0.5226675696372686,0.4459599187326458,-5.259918861233238,29.296341281454417,50.32,3,68.0,,0.1500000000000536,5.150000000001095,0.028,0.1882,0.0522,0.2122,-0.0021,0.1374,-0.5196,-0.3011,-0.1519,-0.2822,-0.0191,0.0298,-0.1934,-0.0611,0.0015,0.2419,0.0,0.1669,-0.0393,0.0523,-0.0177,0.0735,0.1871,0.4418
Jordan Harrison,jordan-harrison-1,"pos    G
pos    G
Name: 2006, dtype: object",West Virginia,Big 12 Conference,Floor General,2.0,13.23167668138944,4.992599345577135,3.4739996323804396,0.0828262580976414,2.7642906850320643,0.5667414019624584,12.0254232296967,22.185641260626763,48.47,4,66.0,,2.349999999999447,0.3199999999999163,0.6752,0.5457,0.6101,0.5593,0.0205,0.3207,0.9681,0.9025,0.5471,1.6479,0.2019,1.4819,0.8431,1.0244,0.0053,0.2901,0.0,0.0304,0.3368,1.0119,0.0931,0.5213,0.1438,0.2417
Kaylani Polk,kaylani-polk-1,"pos    G
pos    G
Name: 1639, dtype: object",UC Riverside,Big West Conference,Floor General,2.0,6.58001116402396,3.2181010859173123,2.602859535147991,0.2561910078106647,0.7342865117159971,0.4535810666792929,-3.5590505429586554,16.812382015621328,53.45,2,68.0,,-1.1000000000002688,4.200000000001028,-0.3819,0.1064,-0.327,0.1143,-0.0223,0.0826,-0.3045,0.1236,-0.0351,0.294,-0.0085,0.3368,-0.2321,0.1242,-0.0074,0.0318,0.0,0.3978,-0.0423,0.2746,-0.0317,0.2308,-0.2007,0.103
Kira Arthofer,kira-arthofer-1,"pos    G
pos    G
Name: 1640, dtype: object",Eastern Illinois,Ohio Valley Conference,Interior Big,3.0,9.5,5.1,3.3,0.1,3.0,0.4590000000000001,0.2,20.8,42.73,1,68.0,,0.0,0.0,-0.0191,-0.4077,-0.0083,-0.4003,-0.004,-0.4504,0.8108,0.3373,0.5192,1.1419,0.2064,1.0907,0.4717,0.1631,0.001,-0.3431,0.0,-0.3931,0.3293,0.5666,0.0052,-0.3656,0.0156,-0.3702
Josie Larkins,josie-larkins-1,"pos    G
pos    G
Name: 1642, dtype: object",Vermont,America East Conference,Floor General,2.0,11.1,2.6,3.5,0.2,1.4,0.547,1.1,20.9,40.57,1,69.0,,0.0,0.0,0.3814,-0.2614,0.3363,-0.2609,0.0113,-0.393,0.0815,-0.479,0.0994,-0.2587,0.041,-0.2575,0.2238,-0.2886,-0.002,-0.6499,0.0,-0.5524,0.0651,-0.3628,0.076,-0.1522,0.049,-0.4804
Krisen Hunt,krisen-hunt-1,"pos    G
pos    G
Name: 1644, dtype: object",Mississippi Valley State,Southwest Athletic Conference,Floor General,2.0,8.632261379494865,2.2819377380565093,3.581937738056509,0.2625809103595893,1.1064522758989734,0.4513612452388698,-7.014199117551375,19.493547724101028,40.71,2,68.0,,-4.200000000001181,2.500000000000703,-0.2612,-0.7414,-0.222,-0.7346,-0.0152,-0.7566,-0.2784,-0.7929,-0.0314,-0.635,0.0015,-0.5315,-0.1904,-0.7666,-0.0057,-0.8247,0.0,-0.5421,-0.0145,-0.5845,-0.0228,-0.6624,-0.0708,-0.6461
Araion Bradshaw,araion-bradshaw-1,"pos    G
pos    G
Name: 1646, dtype: object",Dayton,Atlantic 10 Conference,Floor General,2.0,6.0,4.2,5.1,0.1,1.5,0.516,5.2,11.6,39.12,1,66.0,,0.0,0.0,-0.0612,-0.7061,-0.0571,-0.7089,0.0111,-0.503,0.6289,-0.0929,0.2633,0.1189,0.1166,0.1786,0.2028,-0.4203,-0.003,-0.8089,0.0,-0.6594,0.2539,0.0806,0.0712,-0.2842,0.0614,-0.5692
JaMya Mingo-Young,jamya-mingo-young-1,"pos    G
pos    G
Name: 6401, dtype: object",Auburn,Southeastern Conference,Floor General,2.0,9.16826423301044,3.1309013353183883,5.346475007510607,0.1885302668071314,1.826472718996192,0.5031144055440456,8.472096774593505,20.021167762410464,51.28,3,68.0,,0.4999999999994942,-1.5000000000001046,0.219,0.4049,0.2143,0.4235,0.0197,0.5159,0.7896,0.949,0.3294,1.2117,0.1452,1.2815,0.456,0.7753,0.0041,0.4399,0.0,0.2377,0.2993,1.1098,0.0572,0.539,0.2799,0.649
Katelynn Martin,katelynn-limardo-1,"pos    F
pos    F
Name: 6450, dtype: object",Montana State,Big Sky Conference,Stretch Big,5.0,9.202688950802589,1.3009793740030655,4.770043079871721,0.5459512404705945,1.5052049465899822,0.5469131884722911,3.5089151546709783,18.357383094113867,44.48,4,74.0,,1.8200000000000744,1.0100000000000795,0.3942,0.0369,0.3642,0.0518,0.0241,0.0775,0.5785,0.2571,0.1841,0.2804,0.0613,0.1771,0.3991,0.2066,0.0037,-0.0811,0.0,-0.264,0.1464,0.1627,0.0707,0.1088,0.1756,-0.006
Laila Grant,laila-grant-1,"pos    G
pos    G
Name: 9069, dtype: object",Saint Peter's,Metro Atlantic Athletic Conference,3-and-D Wing,0.0,6.068071068533388,1.311757468109331,2.919047217683213,0.0350679956101338,0.6712810769509373,0.4320427174756672,-6.5062364481738415,16.635057577855985,53.34,3,67.0,,-0.1857142857146124,-0.1428571428577091,-0.5509,-0.0307,-0.4737,-0.021,-0.0274,0.002,-0.523,-0.0814,-0.1351,-0.0097,-0.0437,0.0753,-0.4269,-0.1136,-0.009,-0.0528,0.0,0.3897,-0.1136,0.0587,-0.0644,0.0504,-0.1969,0.1004
Olivia Wagner,olivia-wagner-1,"pos    G
pos    G
Name: 1651, dtype: object",Winthrop,Big South Conference,Floor General,2.0,7.114031633410873,2.238855127081329,2.4175272526658285,0.1,1.1952375068284866,0.4435632736373405,-5.762867785671791,16.635504684546163,55.47,3,67.0,,-0.4499999999996735,-0.1500000000000927,-0.3977,0.2433,-0.3466,0.2464,-0.0235,0.2141,-0.2258,0.3435,0.0146,0.59,-0.0003,0.5447,-0.2025,0.3081,-0.007,0.2003,0.0,0.5469,-0.0457,0.4136,-0.048,0.294,-0.2216,0.2213
Hope Sivori,hope-sivori-1,"pos    G
pos    G
Name: 2120, dtype: object",Bellarmine,Atlantic Sun Conference,3-and-D Wing,0.0,12.015141759926353,3.0660912923243795,3.644370286418385,0.0540047564951583,1.859155095139716,0.5122485530305756,0.6330896194530857,22.820811855403303,40.72,4,65.0,,0.69999999999997,2.3100000000002145,0.0697,-0.4882,0.0788,-0.4731,-0.0059,-0.6252,0.0945,-0.4562,0.1738,-0.0275,0.079,0.0269,0.2003,-0.3052,-0.0062,-0.8486,0.0,-0.5414,0.1075,-0.2282,0.0295,-0.386,0.0273,-0.5013
Yaya Felder,yaya-felder-1,"pos    G
pos    G
Name: 6558, dtype: object",Baylor,Big 12 Conference,Floor General,2.0,11.738150992761495,2.7225784906448594,3.5519273457802365,0.314989987791885,1.3110116856356235,0.5549771077083167,8.380027665512811,24.723805444627857,45.4,4,68.0,,2.7800000000001406,-0.69000000000142,0.6004,0.2621,0.5371,0.2696,0.0189,0.0715,0.4361,0.1968,0.2059,0.4127,0.072,0.3213,0.5316,0.4307,0.0032,-0.0396,0.0,-0.1961,0.1321,0.1888,0.082,0.2363,0.1544,0.0307
Sammy Fatkin,sammy-fatkin-1,"pos    G
pos    G
Name: 1656, dtype: object",Montana,Big Sky Conference,Floor General,2.0,12.168290136132136,2.275613151823817,5.467081235581567,0.1,1.2158549319339316,0.4964145068066068,0.1768220523743881,23.29633849215416,49.94,2,71.0,,-1.7000000000004776,-0.6000000000001668,0.3213,0.384,0.2946,0.3943,0.0182,0.3961,0.0772,0.2084,0.0459,0.2745,0.0477,0.4817,0.1416,0.3058,0.0033,0.3021,0.0,0.1389,0.1145,0.4725,0.0526,0.416,0.2876,0.5614
